message_id,datetime,residence_id,has_media,text_clean
MSG_1TAA0I5LDSLC,2025-12-22 13:15:56,RES_FES_ZAYTUNA,0,Les poubelles dbordent et il y a des enfants Merci de programmer un passage
MSG_910T2F7ATWYA,2026-01-05 14:19:24,RES_FES_ATLAS,0,Quelquun est gar sur ma place B05 Pouvezvous vrifier avec des tincelles
MSG_MGYN2JCPP9GK,2025-12-25 07:32:06,RES_FES_ATLAS,0,La porte du garage est bloque depuis depuis 1h Impossible dentrersortir et personne ne rpond
MSG_ZPXVPBL9OT7T,2026-01-02 23:59:53,RES_FES_ZAYTUNA,0,Bruit excessif chez les voisins du B05 musiquesoire a devient dangereux Merci dintervenir merci
MSG_SLH9BH811KER,2026-01-10 05:44:58,RES_FES_ANDALOUS,0,ASCENSEUR EN PANNE DEPUIS DEPUIS 3 JOURS A DEVIENT DANGEREUX PERSONNES GES AU 5E
MSG_LL7V5F1BCPPV,2026-01-09 10:33:32,RES_FES_ZAYTUNA,0,bghit attestation dyal sakan chno khassni ndir
MSG_0ATVZKHIUIT7,2026-01-05 17:17:27,RES_FES_ZAYTUNA,0,Fuite importante au ascenseur B et leau arrive chez plusieurs voisins a coule en continu
MSG_ELRQVSLWF90K,2026-01-05 15:54:12,RES_CASA_OASIS,0,ri7a dyal gaz f lhall hadi khatira
MSG_QCQ30O30UBMC,2025-12-23 06:12:10,RES_FES_ATLAS,0,Panne deau gnrale depuis ce matin On na plus deau et personne ne rpond
MSG_GE2J51B3JCZU,2025-12-24 01:47:35,RES_CASA_MARINA,0,bghit attestation dyal sakan chno khassni ndir
MSG_076A3KKRZD5E,2026-01-10 20:15:40,RES_FES_ZAYTUNA,0,Les poubelles dbordent avec des tincelles Merci de programmer un passage
MSG_UU7ZY6T5PADN,2025-12-22 21:49:30,RES_RABAT_RIHAB,0,Je nai pas reu la quittance facture Merci de me la transmettre merci
MSG_IVZK7A45HVGO,2026-01-20 16:50:32,RES_FES_ATLAS,0,Le badge tlcommande ne marche plus prs du tableau lectrique Comment faire
MSG_ZXVML90PXRLZ,2026-01-16 14:45:03,RES_RABAT_RIHAB,0,Rclamation propret parking niveau 1 sale depuis depuis 3 jours et personne ne rpond
MSG_6G5G79OR7875,2025-12-20 18:47:49,RES_FES_ZAYTUNA,0,kayn sda3 kbir 3nd jaran f lila bghina tdkhl
MSG_0NEC8UYO57P6,2025-12-22 19:56:20,RES_FES_ZAYTUNA,0,Inondation majeure au cage descalier A leau monte vite a devient dangereux Urgent merci
MSG_OF0ONJPI163Y,2026-01-03 03:40:21,RES_RABAT_RIHAB,0,Cest quoi la procdure pour rserver la salle polyvalente
MSG_XW1VZC7D2KD1,2026-01-10 13:55:46,RES_CASA_MARINA,0,Cest quoi la procdure pour rserver la salle polyvalente
MSG_SPFHV5BRN7ZS,2025-12-26 09:15:36,RES_FES_ZAYTUNA,0,La porte du garage est bloque depuis depuis 1h Impossible dentrersortir a devient dangereux svp
MSG_D5050UI22KX7,2026-01-08 03:32:02,RES_CASA_MARINA,0,quelle heure passe lagent de nettoyage normalement
MSG_S4C3BAEWCFHQ,2025-12-23 06:25:46,RES_CASA_OASIS,0,Fuite importante au hall B et a sent fort a coule en continu
MSG_N02YC0MDICVW,2026-01-18 05:56:03,RES_CASA_MARINA,0,Panne deau gnrale depuis depuis 2h On na plus deau depuis ce matin
MSG_LFYO1750CEHL,2026-01-12 13:20:33,RES_CASA_OASIS,0,Coupure dlectricit dans les parties communes a devient dangereux Escaliers dans le noir
MSG_TZ91X70FQLDB,2026-01-01 13:29:38,RES_CASA_OASIS,0,Je nai pas reu la quittance facture Merci de me la transmettre
MSG_UOVW1N6KVPUC,2025-12-25 03:36:55,RES_FES_ANDALOUS,0,Inondation majeure au cage descalier A leau monte vite et leau arrive chez plusieurs voisins Urgent
MSG_SX43WFSQG8X8,2026-01-12 19:19:20,RES_FES_ZAYTUNA,0,Cest quoi la procdure pour rserver la salle polyvalente
MSG_K585X8A5FBUO,2026-01-15 21:54:48,RES_FES_ATLAS,0,Je nai pas reu la quittance facture Merci de me la transmettre
MSG_6H0W064W3U1H,2025-12-22 02:42:27,RES_CASA_OASIS,0,quelle heure passe lagent de nettoyage normalement
MSG_T9MOGE4QXXVA,2026-01-05 12:33:58,RES_FES_ANDALOUS,0,ri7a dyal gaz f lhall hadi khatira
MSG_OXIE0RNUJJQ9,2026-01-03 04:43:16,RES_RABAT_RIHAB,0,Coupure dlectricit dans les parties communes et leau arrive chez plusieurs voisins Escaliers dans le noir
MSG_SFFCXHGNZEI3,2025-12-25 20:02:56,RES_CASA_MARINA,0,Cest quoi la procdure pour rserver la salle polyvalente merci
MSG_5J2O7S3KKV9R,2025-12-27 13:07:34,RES_CASA_MARINA,0,Inondation majeure au couloir du 3e leau monte vite a devient dangereux Urgent
MSG_RUJOQW5DSK7N,2026-01-13 00:36:46,RES_FES_ZAYTUNA,0,Bruit excessif chez les voisins du G07 musiquesoire et il y a des enfants Merci dintervenir
MSG_MRLRMJKV5USG,2026-01-01 01:12:00,RES_RABAT_RIHAB,0,Agression bagarre au local technique depuis ce matin Merci denvoyer la scurit prvenir les autorits
MSG_X5WVFGYW6ZBN,2025-12-31 20:44:33,RES_CASA_MARINA,0,Fuite importante au local technique a devient dangereux a coule en continu
MSG_D7OI0PESGBM6,2026-01-12 10:45:37,RES_CASA_MARINA,0,quelle heure passe lagent de nettoyage normalement
MSG_TKKFZZGNI92I,2026-01-13 07:34:38,RES_FES_ATLAS,0,bghit attestation dyal sakan chno khassni ndir
MSG_H3FVL03DUT4S,2025-12-20 22:24:17,RES_RABAT_RIHAB,0,bghit attestation dyal sakan chno khassni ndir
MSG_N7H9G1A07H23,2025-12-23 16:34:32,RES_CASA_MARINA,0,Rclamation propret toit sale depuis ce matin avec des tincelles merci
MSG_R5RDNPX2I9TA,2026-01-07 21:38:33,RES_RABAT_RIHAB,0,Les poubelles dbordent et il y a des enfants Merci de programmer un passage merci
MSG_2KUUOYC3RWQM,2026-01-06 20:33:04,RES_FES_ZAYTUNA,0,Je nai pas reu la quittance facture Merci de me la transmettre
MSG_6TXKI3OQYFOQ,2026-01-05 20:21:11,RES_CASA_OASIS,0,La porte du garage est bloque depuis depuis 2h Impossible dentrersortir et personne ne rpond
MSG_AJ1G1R1DWWO8,2026-01-07 22:35:45,RES_FES_ATLAS,0,kayn sda3 kbir 3nd jaran f lila bghina tdkhl
MSG_FV177UDKTMON,2026-01-12 21:44:50,RES_CASA_OASIS,0,Bruit excessif chez les voisins du B05 musiquesoire on entend un bruit bizarre Merci dintervenir
MSG_3MUURMYBD2QE,2025-12-28 00:03:50,RES_CASA_MARINA,0,Le badge tlcommande ne marche plus et leau arrive chez plusieurs voisins Comment faire
MSG_ZNQDXAMW2TND,2025-12-28 07:15:17,RES_CASA_MARINA,0,Bonjour je veux une attestation de rsidence pour lcole de mon enfant Quelles sont les tapes
MSG_8VT43PT5R5RC,2025-12-22 00:27:41,RES_CASA_OASIS,0,Les poubelles dbordent prs du tableau lectrique Merci de programmer un passage svp
MSG_5BNN0MCIXDU1,2025-12-26 19:26:00,RES_FES_ATLAS,0,lgarage bab ma kayt7ellch 7abssna
MSG_NAM148P0TVHH,2026-01-10 11:47:08,RES_CASA_MARINA,0,Inondation majeure au entre principale leau monte vite et leau arrive chez plusieurs voisins Urgent
MSG_085RNTDR5XYF,2025-12-23 21:52:39,RES_FES_ATLAS,0,Quelquun est gar sur ma place C21 Pouvezvous vrifier prs du tableau lectrique
MSG_MYR06NKWFG3M,2026-01-19 23:29:12,RES_CASA_OASIS,0,Bonjour je veux une attestation de rsidence pour le travail Quelles sont les tapes
MSG_SDS8B25SQ8CR,2026-01-08 19:55:04,RES_CASA_MARINA,0,Ascenseur bloqu avec une dame lintrieur au ascenseur B Panique prs du tableau lectrique Faites le ncessaire SVP merci
MSG_BW01PDDHCVSQ,2025-12-20 17:23:36,RES_RABAT_RIHAB,0,Le badge tlcommande ne marche plus depuis ce matin Comment faire
MSG_GC5WI6FQJJA2,2026-01-03 07:06:54,RES_RABAT_RIHAB,0,Incendie dans le ascenseur B Il y a de la fume et il y a des enfants Besoin dintervention immdiate
MSG_N4PTGQ9CVAH7,2026-01-08 15:40:28,RES_CASA_OASIS,0,Le badge tlcommande ne marche plus prs du tableau lectrique Comment faire
MSG_WYMX9DJOYOHA,2025-12-23 15:56:41,RES_FES_ATLAS,0,quelle heure passe lagent de nettoyage normalement
MSG_QJLUUJMIYQFY,2026-01-04 10:18:56,RES_RABAT_RIHAB,0,La porte du garage est bloque depuis ce matin Impossible dentrersortir avec des tincelles
MSG_5GJLQM5K8P4Q,2026-01-15 12:28:07,RES_FES_ATLAS,0,INCENDIE DANS LE HALL B IL Y A DE LA FUME ET A SENT FORT BESOIN DINTERVENTION IMMDIATE
MSG_BZ9SVN7N1YBW,2026-01-05 13:53:41,RES_FES_ATLAS,0,ASCENSEUR EN PANNE DEPUIS DEPUIS 3 JOURS ON ENTEND UN BRUIT BIZARRE PERSONNES GES AU 5E
MSG_5JZ6KF1622VX,2025-12-27 03:01:46,RES_RABAT_RIHAB,0,Quelquun est gar sur ma place D03 Pouvezvous vrifier et personne ne rpond
MSG_GABTGDJZ0IFR,2026-01-05 22:21:26,RES_CASA_MARINA,0,Je nai pas reu la quittance facture Merci de me la transmettre
MSG_ATQYYV37DIA5,2026-01-16 14:05:13,RES_FES_ZAYTUNA,0,salam kayn moshkil f lma f darna ma kaynch lma mn sbah
MSG_438TGBCVARLW,2025-12-26 16:01:52,RES_FES_ZAYTUNA,0,Quelquun est gar sur ma place E14 Pouvezvous vrifier et a sent fort
MSG_5270SQG4EIJ0,2025-12-24 05:16:55,RES_FES_ANDALOUS,0,Bonjour je veux une attestation de rsidence pour mon dossier administratif Quelles sont les tapes
MSG_KBP2QD6VASIF,2026-01-10 04:05:58,RES_FES_ATLAS,0,Coupure dlectricit dans les parties communes et leau arrive chez plusieurs voisins Escaliers dans le noir
MSG_H55HEWLGJE2A,2025-12-22 08:55:32,RES_CASA_OASIS,0,quelle heure passe lagent de nettoyage normalement
MSG_BI4O6Q0USWOV,2025-12-23 08:33:53,RES_CASA_MARINA,0,Rclamation propret toit sale depuis depuis 1h on entend un bruit bizarre
MSG_XL9967I6YUJ7,2026-01-02 22:39:29,RES_CASA_OASIS,0,Coupure dlectricit dans les parties communes et a sent fort Escaliers dans le noir merci
MSG_TRFLQBMAE38S,2026-01-13 08:40:54,RES_CASA_MARINA,0,Le badge tlcommande ne marche plus depuis ce matin Comment faire
MSG_3E4XYF9IGFU8,2025-12-31 14:07:52,RES_CASA_MARINA,0,Rclamation propret entre principale sale depuis depuis 30 min et personne ne rpond
