message_id,datetime,residence_id,text,text_clean,channel,has_media,language,language_confidence,priority_rules,rule_match,is_urgent_rules
MSG_CZO2SUG5HCBB,2026-01-06 19:52:02,RES_RABAT_RIHAB,Quelqu’un est garé sur ma place F-09. Pouvez-vous vérifier ça devient dangereux ?,quelqu'un est garé sur ma place f-09. pouvez-vous vérifier ça devient dangereux ?,whatsapp,0,fr,0.8482987414795938,P3,DEFAULT,0
MSG_Y4LYK83TQLL8,2026-01-08 22:53:53,RES_CASA_OASIS,🚨 Agression / bagarre au ascenseur B et personne ne répond. Merci d’envoyer la sécurité / prévenir les autorités.,agression bagarre au ascenseur b et personne ne répond. merci d'envoyer la sécurité prévenir les autorités.,whatsapp,0,fr,0.8408419798168798,P0,P0_VIOLENCE,1
MSG_4Q5V7C6S5NKB,2025-12-27 15:40:10,RES_FES_ANDALOUS,Le badge / télécommande ne marche plus et l’eau arrive chez plusieurs voisins. Comment faire ?,le badge télécommande ne marche plus et l'eau arrive chez plusieurs voisins. comment faire ?,whatsapp,0,fr,0.8693372697716105,P2,P2_KEYWORD,0
MSG_DBVZB0OIH5CS,2026-01-03 09:00:58,RES_FES_ANDALOUS,"ri7a dyal gaz f lhall, hadi khatira بزاف!",ri7a dyal gaz f lhall hadi khatira بزاف!,whatsapp,0,mixed,0.8605757026253981,P0,P0_GAS,1
MSG_36U8UEIHX74D,2025-12-29 13:55:37,RES_FES_ATLAS,Ascenseur en panne depuis depuis 30 min près du tableau électrique. Personnes âgées au 5e...,ascenseur en panne depuis depuis 30 min près du tableau électrique. personnes âgées au 5e...,whatsapp,0,fr,0.8750446818950299,P1,P1_KEYWORD,1
MSG_4VPW232UTVG9,2026-01-03 12:56:38,RES_FES_ZAYTUNA,Les poubelles débordent et l’eau arrive chez plusieurs voisins. Merci de programmer un passage. 🙏,les poubelles débordent et l'eau arrive chez plusieurs voisins. merci de programmer un passage.,whatsapp,0,fr,0.8680427468331496,P2,P2_KEYWORD,0
MSG_6KOF8KRD5EQY,2026-01-15 13:22:11,RES_CASA_MARINA,🚨 Ascenseur bloqué avec une voisine à l’intérieur au cage d’escalier A. Panique depuis ce matin. Faites le nécessaire SVP. svp,ascenseur bloqué avec une voisine à l'intérieur au cage d'escalier a. panique depuis ce matin. faites le nécessaire svp. svp,whatsapp,0,fr,0.8459684333743301,P0,P0_ELEVATOR_TRAPPED,1
MSG_4P501NOUHTCS,2026-01-16 00:37:47,RES_FES_ZAYTUNA,Panne d’eau générale depuis depuis 2h. On n’a plus d’eau près du tableau électrique. merci,panne d'eau générale depuis depuis 2h. on n'a plus d'eau près du tableau électrique. merci,whatsapp,0,fr,0.86795873369622,P1,P1_WATER_RULE,1
MSG_1ESP7BM41QES,2026-01-04 15:45:37,RES_RABAT_RIHAB,Pouvez-vous m’envoyer le détail des charges du mois dernier ? !!,pouvez-vous m'envoyer le détail des charges du mois dernier ? !!,whatsapp,0,fr,0.8349034396334318,P3,P3_KEYWORD,0
MSG_7PZE9VIFTTD9,2025-12-25 20:11:30,RES_CASA_MARINA,🚨 ASCENSEUR BLOQUÉ AVEC UN RÉSIDENT À L’INTÉRIEUR AU TOIT. PANIQUE ÇA DEVIENT DANGEREUX. FAITES LE NÉCESSAIRE SVP. MERCI,ascenseur bloqué avec un résident à l'intérieur au toit. panique ça devient dangereux. faites le nécessaire svp. merci,whatsapp,0,fr,0.8442117236956829,P0,P0_ELEVATOR_TRAPPED,1
MSG_6DVTJA0ASSNH,2026-01-04 16:03:07,RES_CASA_MARINA,Pouvez-vous m’envoyer le détail des charges du mois dernier ?,pouvez-vous m'envoyer le détail des charges du mois dernier ?,whatsapp,0,fr,0.8356005642471178,P3,P3_KEYWORD,0
MSG_LAY64YFDS0DJ,2025-12-31 13:19:16,RES_CASA_MARINA,Le badge / télécommande ne marche plus près du tableau électrique. Comment faire ?,le badge télécommande ne marche plus près du tableau électrique. comment faire ?,whatsapp,0,fr,0.8668373969332692,P2,P2_KEYWORD,0
MSG_EZDUXLEZ896D,2026-01-09 21:18:15,RES_CASA_OASIS,La porte du garage est bloquée depuis depuis 1h. Impossible d’entrer/sortir et l’eau arrive chez plusieurs voisins. 😟,la porte du garage est bloquée depuis depuis 1h. impossible d'entrer sortir et l'eau arrive chez plusieurs voisins.,whatsapp,0,fr,0.8674934162607406,P1,P1_GARAGE_BLOCKED,1
MSG_46AEXL68J0NM,2025-12-25 20:37:26,RES_CASA_MARINA,Quelqu’un est garé sur ma place F-09. Pouvez-vous vérifier depuis ce matin ?,quelqu'un est garé sur ma place f-09. pouvez-vous vérifier depuis ce matin ?,whatsapp,0,fr,0.8495011557541133,P3,DEFAULT,0
MSG_6FF7SO8W5038,2025-12-30 20:20:58,RES_CASA_MARINA,C’est quoi la procédure pour réserver la salle polyvalente ?,c'est quoi la procédure pour réserver la salle polyvalente ?,whatsapp,0,fr,0.8611315324067044,P3,DEFAULT,0
MSG_1TAA0I5LDSLC,2025-12-22 13:15:56,RES_FES_ZAYTUNA,Les poubelles débordent et il y a des enfants. Merci de programmer un passage.,les poubelles débordent et il y a des enfants. merci de programmer un passage.,whatsapp,0,fr,0.8502263265961004,P2,P2_KEYWORD,0
MSG_910T2F7ATWYA,2026-01-05 14:19:24,RES_FES_ATLAS,Quelqu’un est garé sur ma place B-05. Pouvez-vous vérifier avec des étincelles ?,quelqu'un est garé sur ma place b-05. pouvez-vous vérifier avec des étincelles ?,whatsapp,0,fr,0.8433456957200032,P1,P1_ELECTRIC_SPARKS,1
MSG_MGYN2JCPP9GK,2025-12-25 07:32:06,RES_FES_ATLAS,La porte du garage est bloquée depuis depuis 1h. Impossible d’entrer/sortir et personne ne répond.,la porte du garage est bloquée depuis depuis 1h. impossible d'entrer sortir et personne ne répond.,whatsapp,0,fr,0.8568754845129634,P1,P1_GARAGE_BLOCKED,1
MSG_ZPXVPBL9OT7T,2026-01-02 23:59:53,RES_FES_ZAYTUNA,Bruit excessif chez les voisins du B-05 (musique/soirée) ça devient dangereux. Merci d’intervenir. merci,bruit excessif chez les voisins du b-05 musique soirée ça devient dangereux. merci d'intervenir. merci,whatsapp,0,fr,0.8482416946756783,P2,P2_KEYWORD,0
MSG_SLH9BH811KER,2026-01-10 05:44:58,RES_FES_ANDALOUS,ASCENSEUR EN PANNE DEPUIS DEPUIS 3 JOURS ÇA DEVIENT DANGEREUX. PERSONNES ÂGÉES AU 5E...,ascenseur en panne depuis depuis 3 jours ça devient dangereux. personnes âgées au 5e...,whatsapp,0,fr,0.8711520097977455,P1,P1_KEYWORD,1
MSG_LL7V5F1BCPPV,2026-01-09 10:33:32,RES_FES_ZAYTUNA,"bghit attestation dyal sakan, chno khassni ndir؟",bghit attestation dyal sakan chno khassni ndir؟,whatsapp,0,mixed,0.8854943112951502,P3,P3_KEYWORD,0
MSG_0ATVZKHIUIT7,2026-01-05 17:17:27,RES_FES_ZAYTUNA,Fuite importante au ascenseur B et l’eau arrive chez plusieurs voisins. Ça coule en continu.,fuite importante au ascenseur b et l'eau arrive chez plusieurs voisins. ça coule en continu.,whatsapp,0,fr,0.8530537687369717,P1,P1_KEYWORD,1
MSG_ELRQVSLWF90K,2026-01-05 15:54:12,RES_CASA_OASIS,"ri7a dyal gaz f lhall, hadi khatira بزاف!",ri7a dyal gaz f lhall hadi khatira بزاف!,whatsapp,0,mixed,0.8605757026253981,P0,P0_GAS,1
MSG_QCQ30O30UBMC,2025-12-23 06:12:10,RES_FES_ATLAS,Panne d’eau générale depuis ce matin. On n’a plus d’eau et personne ne répond.,panne d'eau générale depuis ce matin. on n'a plus d'eau et personne ne répond.,whatsapp,0,fr,0.8536727876512433,P1,P1_WATER_RULE,1
MSG_GE2J51B3JCZU,2025-12-24 01:47:35,RES_CASA_MARINA,"bghit attestation dyal sakan, chno khassni ndir؟",bghit attestation dyal sakan chno khassni ndir؟,whatsapp,0,mixed,0.8854943112951502,P3,P3_KEYWORD,0
MSG_076A3KKRZD5E,2026-01-10 20:15:40,RES_FES_ZAYTUNA,Les poubelles débordent avec des étincelles. Merci de programmer un passage.,les poubelles débordent avec des étincelles. merci de programmer un passage.,whatsapp,0,fr,0.8479887150032741,P1,P1_ELECTRIC_SPARKS,1
MSG_UU7ZY6T5PADN,2025-12-22 21:49:30,RES_RABAT_RIHAB,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre. merci,je n'ai pas reçu la quittance facture. merci de me la transmettre. merci,whatsapp,0,fr,0.8526703933024901,P3,P3_KEYWORD,0
MSG_IVZK7A45HVGO,2026-01-20 16:50:32,RES_FES_ATLAS,Le badge / télécommande ne marche plus près du tableau électrique. Comment faire ?,le badge télécommande ne marche plus près du tableau électrique. comment faire ?,whatsapp,0,fr,0.8668373969332692,P2,P2_KEYWORD,0
MSG_ZXVML90PXRLZ,2026-01-16 14:45:03,RES_RABAT_RIHAB,Réclamation propreté : parking - niveau -1 sale depuis depuis 3 jours et personne ne répond.,réclamation propreté parking - niveau -1 sale depuis depuis 3 jours et personne ne répond.,whatsapp,0,fr,0.8433982681742894,P2,P2_KEYWORD,0
MSG_6G5G79OR7875,2025-12-20 18:47:49,RES_FES_ZAYTUNA,"kayn sda3 kbir 3nd jaran f lila, bghina tdkhl",kayn sda3 kbir 3nd jaran f lila bghina tdkhl,whatsapp,0,fr,0.7918049105957503,P2,P2_KEYWORD,0
MSG_0NEC8UYO57P6,2025-12-22 19:56:20,RES_FES_ZAYTUNA,🚨 Inondation majeure au cage d’escalier A : l’eau monte vite ça devient dangereux. Urgent !! merci,inondation majeure au cage d'escalier a l'eau monte vite ça devient dangereux. urgent !! merci,whatsapp,0,fr,0.8500334875489218,P0,P0_FLOOD_MAJOR,1
MSG_OF0ONJPI163Y,2026-01-03 03:40:21,RES_RABAT_RIHAB,C’est quoi la procédure pour réserver la salle polyvalente ?,c'est quoi la procédure pour réserver la salle polyvalente ?,whatsapp,0,fr,0.8611315324067044,P3,DEFAULT,0
MSG_XW1VZC7D2KD1,2026-01-10 13:55:46,RES_CASA_MARINA,C’est quoi la procédure pour réserver la salle polyvalente ?,c'est quoi la procédure pour réserver la salle polyvalente ?,whatsapp,0,fr,0.8611315324067044,P3,DEFAULT,0
MSG_SPFHV5BRN7ZS,2025-12-26 09:15:36,RES_FES_ZAYTUNA,La porte du garage est bloquée depuis depuis 1h. Impossible d’entrer/sortir ça devient dangereux. svp,la porte du garage est bloquée depuis depuis 1h. impossible d'entrer sortir ça devient dangereux. svp,whatsapp,0,fr,0.8566234364534592,P1,P1_GARAGE_BLOCKED,1
MSG_D5050UI22KX7,2026-01-08 03:32:02,RES_CASA_MARINA,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8470683117496007,P3,DEFAULT,0
MSG_S4C3BAEWCFHQ,2025-12-23 06:25:46,RES_CASA_OASIS,Fuite importante au hall B et ça sent fort. Ça coule en continu.,fuite importante au hall b et ça sent fort. ça coule en continu.,whatsapp,0,fr,0.8106083280175064,P1,P1_KEYWORD,1
MSG_N02YC0MDICVW,2026-01-18 05:56:03,RES_CASA_MARINA,Panne d’eau générale depuis depuis 2h. On n’a plus d’eau depuis ce matin.,panne d'eau générale depuis depuis 2h. on n'a plus d'eau depuis ce matin.,whatsapp,0,fr,0.8564400606552532,P1,P1_WATER_RULE,1
MSG_LFYO1750CEHL,2026-01-12 13:20:33,RES_CASA_OASIS,Coupure d’électricité dans les parties communes ça devient dangereux. Escaliers dans le noir. 🙏,coupure d'électricité dans les parties communes ça devient dangereux. escaliers dans le noir.,whatsapp,0,fr,0.8491817624154514,P1,P1_KEYWORD,1
MSG_TZ91X70FQLDB,2026-01-01 13:29:38,RES_CASA_OASIS,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre.,je n'ai pas reçu la quittance facture. merci de me la transmettre.,whatsapp,0,fr,0.850000369201193,P3,P3_KEYWORD,0
MSG_UOVW1N6KVPUC,2025-12-25 03:36:55,RES_FES_ANDALOUS,🚨 Inondation majeure au cage d’escalier A : l’eau monte vite et l’eau arrive chez plusieurs voisins. Urgent !!,inondation majeure au cage d'escalier a l'eau monte vite et l'eau arrive chez plusieurs voisins. urgent !!,whatsapp,0,fr,0.8580669705159372,P0,P0_FLOOD_MAJOR,1
MSG_SX43WFSQG8X8,2026-01-12 19:19:20,RES_FES_ZAYTUNA,C’est quoi la procédure pour réserver la salle polyvalente ?,c'est quoi la procédure pour réserver la salle polyvalente ?,whatsapp,0,fr,0.8611315324067044,P3,DEFAULT,0
MSG_K585X8A5FBUO,2026-01-15 21:54:48,RES_FES_ATLAS,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre. !!,je n'ai pas reçu la quittance facture. merci de me la transmettre. !!,whatsapp,0,fr,0.8490155630921101,P3,P3_KEYWORD,0
MSG_6H0W064W3U1H,2025-12-22 02:42:27,RES_CASA_OASIS,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8470683117496007,P3,DEFAULT,0
MSG_T9MOGE4QXXVA,2026-01-05 12:33:58,RES_FES_ANDALOUS,"ri7a dyal gaz f lhall, hadi khatira بزاف!",ri7a dyal gaz f lhall hadi khatira بزاف!,whatsapp,0,mixed,0.8605757026253981,P0,P0_GAS,1
MSG_OXIE0RNUJJQ9,2026-01-03 04:43:16,RES_RABAT_RIHAB,Coupure d’électricité dans les parties communes et l’eau arrive chez plusieurs voisins. Escaliers dans le noir.,coupure d'électricité dans les parties communes et l'eau arrive chez plusieurs voisins. escaliers dans le noir.,whatsapp,0,fr,0.8616931512164065,P1,P1_KEYWORD,1
MSG_SFFCXHGNZEI3,2025-12-25 20:02:56,RES_CASA_MARINA,C’est quoi la procédure pour réserver la salle polyvalente ? merci,c'est quoi la procédure pour réserver la salle polyvalente ? merci,whatsapp,0,fr,0.8614989524595199,P3,DEFAULT,0
MSG_5J2O7S3KKV9R,2025-12-27 13:07:34,RES_CASA_MARINA,🚨 Inondation majeure au couloir du 3e : l’eau monte vite ça devient dangereux. Urgent !!,inondation majeure au couloir du 3e l'eau monte vite ça devient dangereux. urgent !!,whatsapp,0,fr,0.8466637254964602,P0,P0_FLOOD_MAJOR,1
MSG_RUJOQW5DSK7N,2026-01-13 00:36:46,RES_FES_ZAYTUNA,Bruit excessif chez les voisins du G-07 (musique/soirée) et il y a des enfants. Merci d’intervenir.,bruit excessif chez les voisins du g-07 musique soirée et il y a des enfants. merci d'intervenir.,whatsapp,0,fr,0.8397522315655842,P2,P2_KEYWORD,0
MSG_MRLRMJKV5USG,2026-01-01 01:12:00,RES_RABAT_RIHAB,🚨 Agression / bagarre au local technique depuis ce matin. Merci d’envoyer la sécurité / prévenir les autorités. 🙏,agression bagarre au local technique depuis ce matin. merci d'envoyer la sécurité prévenir les autorités.,whatsapp,0,fr,0.8358061252713227,P0,P0_VIOLENCE,1
MSG_X5WVFGYW6ZBN,2025-12-31 20:44:33,RES_CASA_MARINA,Fuite importante au local technique ça devient dangereux. Ça coule en continu.,fuite importante au local technique ça devient dangereux. ça coule en continu.,whatsapp,0,fr,0.8310531819934376,P1,P1_KEYWORD,1
MSG_D7OI0PESGBM6,2026-01-12 10:45:37,RES_CASA_MARINA,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8470683117496007,P3,DEFAULT,0
MSG_TKKFZZGNI92I,2026-01-13 07:34:38,RES_FES_ATLAS,"bghit attestation dyal sakan, chno khassni ndir؟",bghit attestation dyal sakan chno khassni ndir؟,whatsapp,0,mixed,0.8854943112951502,P3,P3_KEYWORD,0
MSG_H3FVL03DUT4S,2025-12-20 22:24:17,RES_RABAT_RIHAB,"bghit attestation dyal sakan, chno khassni ndir؟",bghit attestation dyal sakan chno khassni ndir؟,whatsapp,0,mixed,0.8854943112951502,P3,P3_KEYWORD,0
MSG_N7H9G1A07H23,2025-12-23 16:34:32,RES_CASA_MARINA,Réclamation propreté : toit sale depuis ce matin avec des étincelles. merci,réclamation propreté toit sale depuis ce matin avec des étincelles. merci,whatsapp,0,fr,0.8425284214544655,P1,P1_ELECTRIC_SPARKS,1
MSG_R5RDNPX2I9TA,2026-01-07 21:38:33,RES_RABAT_RIHAB,Les poubelles débordent et il y a des enfants. Merci de programmer un passage. merci,les poubelles débordent et il y a des enfants. merci de programmer un passage. merci,whatsapp,0,fr,0.8534831350050615,P2,P2_KEYWORD,0
MSG_2KUUOYC3RWQM,2026-01-06 20:33:04,RES_FES_ZAYTUNA,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre.,je n'ai pas reçu la quittance facture. merci de me la transmettre.,whatsapp,0,fr,0.850000369201193,P3,P3_KEYWORD,0
MSG_6TXKI3OQYFOQ,2026-01-05 20:21:11,RES_CASA_OASIS,La porte du garage est bloquée depuis depuis 2h. Impossible d’entrer/sortir et personne ne répond.,la porte du garage est bloquée depuis depuis 2h. impossible d'entrer sortir et personne ne répond.,whatsapp,0,fr,0.8555869014759175,P1,P1_GARAGE_BLOCKED,1
MSG_AJ1G1R1DWWO8,2026-01-07 22:35:45,RES_FES_ATLAS,"kayn sda3 kbir 3nd jaran f lila, bghina tdkhl",kayn sda3 kbir 3nd jaran f lila bghina tdkhl,whatsapp,0,fr,0.7918049105957503,P2,P2_KEYWORD,0
MSG_FV177UDKTMON,2026-01-12 21:44:50,RES_CASA_OASIS,Bruit excessif chez les voisins du B-05 (musique/soirée) on entend un bruit bizarre. Merci d’intervenir.,bruit excessif chez les voisins du b-05 musique soirée on entend un bruit bizarre. merci d'intervenir.,whatsapp,0,fr,0.8412919546902494,P2,P2_KEYWORD,0
MSG_3MUURMYBD2QE,2025-12-28 00:03:50,RES_CASA_MARINA,Le badge / télécommande ne marche plus et l’eau arrive chez plusieurs voisins. Comment faire ?,le badge télécommande ne marche plus et l'eau arrive chez plusieurs voisins. comment faire ?,whatsapp,0,fr,0.8693372697716105,P2,P2_KEYWORD,0
MSG_ZNQDXAMW2TND,2025-12-28 07:15:17,RES_CASA_MARINA,"Bonjour, je veux une attestation de résidence pour l’école de mon enfant. Quelles sont les étapes ?",bonjour je veux une attestation de résidence pour l'école de mon enfant. quelles sont les étapes ?,whatsapp,0,fr,0.7915440052100846,P3,P3_KEYWORD,0
MSG_8VT43PT5R5RC,2025-12-22 00:27:41,RES_CASA_OASIS,Les poubelles débordent près du tableau électrique. Merci de programmer un passage. svp,les poubelles débordent près du tableau électrique. merci de programmer un passage. svp,whatsapp,0,fr,0.8612481855168123,P2,P2_KEYWORD,0
MSG_5BNN0MCIXDU1,2025-12-26 19:26:00,RES_FES_ATLAS,"lgarage bab ma kayt7ellch, 7abssna",lgarage bab ma kayt7ellch 7abssna,whatsapp,0,darija,0.9101453333107586,P1,P1_GARAGE_BLOCKED,1
MSG_NAM148P0TVHH,2026-01-10 11:47:08,RES_CASA_MARINA,🚨 Inondation majeure au entrée principale : l’eau monte vite et l’eau arrive chez plusieurs voisins. Urgent !!,inondation majeure au entrée principale l'eau monte vite et l'eau arrive chez plusieurs voisins. urgent !!,whatsapp,0,fr,0.8529905387860671,P0,P0_FLOOD_MAJOR,1
MSG_085RNTDR5XYF,2025-12-23 21:52:39,RES_FES_ATLAS,Quelqu’un est garé sur ma place C-21. Pouvez-vous vérifier près du tableau électrique ? 😟,quelqu'un est garé sur ma place c-21. pouvez-vous vérifier près du tableau électrique ?,whatsapp,0,fr,0.8514975541339684,P3,DEFAULT,0
MSG_MYR06NKWFG3M,2026-01-19 23:29:12,RES_CASA_OASIS,"Bonjour, je veux une attestation de résidence pour le travail. Quelles sont les étapes ?",bonjour je veux une attestation de résidence pour le travail. quelles sont les étapes ?,whatsapp,0,fr,0.7841352993519826,P3,P3_KEYWORD,0
MSG_SDS8B25SQ8CR,2026-01-08 19:55:04,RES_CASA_MARINA,🚨 Ascenseur bloqué avec une dame à l’intérieur au ascenseur B. Panique près du tableau électrique. Faites le nécessaire SVP. merci,ascenseur bloqué avec une dame à l'intérieur au ascenseur b. panique près du tableau électrique. faites le nécessaire svp. merci,whatsapp,0,fr,0.8495521243011845,P0,P0_ELEVATOR_TRAPPED,1
MSG_BW01PDDHCVSQ,2025-12-20 17:23:36,RES_RABAT_RIHAB,Le badge / télécommande ne marche plus depuis ce matin. Comment faire ? !!,le badge télécommande ne marche plus depuis ce matin. comment faire ? !!,whatsapp,0,fr,0.8614158231340336,P2,P2_KEYWORD,0
MSG_GC5WI6FQJJA2,2026-01-03 07:06:54,RES_RABAT_RIHAB,🚨 Incendie dans le ascenseur B ! Il y a de la fumée et il y a des enfants. Besoin d’intervention immédiate.,incendie dans le ascenseur b ! il y a de la fumée et il y a des enfants. besoin d'intervention immédiate.,whatsapp,0,fr,0.8273308497161642,P0,P0_FIRE,1
MSG_N4PTGQ9CVAH7,2026-01-08 15:40:28,RES_CASA_OASIS,Le badge / télécommande ne marche plus près du tableau électrique. Comment faire ?,le badge télécommande ne marche plus près du tableau électrique. comment faire ?,whatsapp,0,fr,0.8668373969332692,P2,P2_KEYWORD,0
MSG_WYMX9DJOYOHA,2025-12-23 15:56:41,RES_FES_ATLAS,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8470683117496007,P3,DEFAULT,0
MSG_QJLUUJMIYQFY,2026-01-04 10:18:56,RES_RABAT_RIHAB,La porte du garage est bloquée depuis ce matin. Impossible d’entrer/sortir avec des étincelles.,la porte du garage est bloquée depuis ce matin. impossible d'entrer sortir avec des étincelles.,whatsapp,0,fr,0.8463952620669303,P1,P1_GARAGE_BLOCKED,1
MSG_5GJLQM5K8P4Q,2026-01-15 12:28:07,RES_FES_ATLAS,🚨 INCENDIE DANS LE HALL B ! IL Y A DE LA FUMÉE ET ÇA SENT FORT. BESOIN D’INTERVENTION IMMÉDIATE.,incendie dans le hall b ! il y a de la fumée et ça sent fort. besoin d'intervention immédiate.,whatsapp,0,fr,0.8123317047254666,P0,P0_FIRE,1
MSG_BZ9SVN7N1YBW,2026-01-05 13:53:41,RES_FES_ATLAS,ASCENSEUR EN PANNE DEPUIS DEPUIS 3 JOURS ON ENTEND UN BRUIT BIZARRE. PERSONNES ÂGÉES AU 5E...,ascenseur en panne depuis depuis 3 jours on entend un bruit bizarre. personnes âgées au 5e...,whatsapp,0,fr,0.8656056622927852,P1,P1_KEYWORD,1
MSG_5JZ6KF1622VX,2025-12-27 03:01:46,RES_RABAT_RIHAB,Quelqu’un est garé sur ma place D-03. Pouvez-vous vérifier et personne ne répond ?,quelqu'un est garé sur ma place d-03. pouvez-vous vérifier et personne ne répond ?,whatsapp,0,fr,0.8462277802132954,P3,DEFAULT,0
MSG_GABTGDJZ0IFR,2026-01-05 22:21:26,RES_CASA_MARINA,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre.,je n'ai pas reçu la quittance facture. merci de me la transmettre.,whatsapp,0,fr,0.850000369201193,P3,P3_KEYWORD,0
